concurrency,count,load_time,instantiate_time,stop_time,container_removal_time,image_removal_time,display_date
8,53,11935451438,444175765,2232572852,408551627,465374401,2024-04-16 0:57:13
8,54,12094211098,405888159,2156116776,360072842,467915205,2024-04-16 0:58:58
8,55,11799245536,380737067,2222740828,403849974,469894976,2024-04-16 1:00:44
8,56,11626196458,432763755,2193367124,414006112,497542896,2024-04-16 1:02:30
8,57,11891330387,425210065,2244640599,414369176,465553516,2024-04-16 1:04:15
8,58,12206262053,467212435,2248943214,405128766,473131103,2024-04-16 1:06:01
8,59,12239610880,411949086,2039864408,407074738,478088325,2024-04-16 1:07:47
8,60,12094993307,399103549,2190420377,415428402,467424590,2024-04-16 1:09:32
8,61,12025214966,465632813,2102240202,407518658,507182869,2024-04-16 1:11:18
8,62,11890907849,461724078,2041186983,414887616,464110840,2024-04-16 1:13:04
8,63,12215888045,367845983,2236867054,408081828,466784121,2024-04-16 1:14:49
8,64,11929833998,419855578,2088230526,412455724,466893231,2024-04-16 1:16:35
8,65,11866883899,427186563,2098135437,408873022,467678960,2024-04-16 1:18:21
8,66,11748932704,408679072,2153663373,409707314,466391629,2024-04-16 1:20:06
8,67,11906982442,370822039,2261053861,411332724,506950857,2024-04-16 1:21:52
8,68,12112505274,437836346,2202187159,410119813,468117897,2024-04-16 1:23:38
8,69,11623999026,422857795,2227421619,414957114,472029675,2024-04-16 1:25:23
8,70,12399240671,416552231,2042818725,418335487,468286450,2024-04-16 1:27:09
8,71,11724856366,454681181,2151325620,409941218,464153135,2024-04-16 1:28:55
8,72,12189761123,418868498,2288583046,407333127,471067855,2024-04-16 1:30:41
8,73,11116565020,404744462,2107549945,411934236,465164217,2024-04-16 1:32:25
8,74,11041169582,468656787,2014454850,410476713,533380848,2024-04-16 1:34:10
8,75,11931141403,469222690,2220206937,412154194,466623294,2024-04-16 1:35:56
8,76,11018319639,382488989,2188702050,411598770,479403031,2024-04-16 1:37:40
8,77,11031094627,541641714,2047821853,406680446,509281047,2024-04-16 1:39:25
8,78,11938492531,492695750,2283392242,410820644,489371024,2024-04-16 1:41:11
8,79,11056370425,412593855,2132756800,413034863,472518319,2024-04-16 1:42:55
8,80,11648675591,411805783,2285536880,419365730,512248831,2024-04-16 1:44:41
8,81,10998108581,416564492,2148743752,412630577,465893829,2024-04-16 1:46:25
8,82,10993109700,458821867,2791909007,412094674,464972926,2024-04-16 1:48:11
8,83,11014539230,456651859,2125168495,407255335,491653352,2024-04-16 1:49:55
8,84,11993487775,468118160,2530112957,413404920,465469573,2024-04-16 1:51:41
8,85,11048892060,402619597,3291182107,408229451,466918958,2024-04-16 1:53:28
8,86,11863837042,427053324,2158300303,410461565,509134873,2024-04-16 1:55:13
8,87,12097510415,413675570,2147875713,413294748,506667574,2024-04-16 1:56:59
8,88,10903900340,418432301,2076460099,358027211,464768421,2024-04-16 1:58:43
8,89,11982257883,416510373,2147919599,410120017,465909825,2024-04-16 2:00:29
8,90,12142851591,465131464,2167519172,409137603,474490831,2024-04-16 2:02:15
8,91,10967766738,417270995,2020294810,419228928,504184134,2024-04-16 2:03:59
8,92,11945436279,421126503,2124017991,368350207,466288635,2024-04-16 2:05:45
8,93,11833087389,444761680,2036510447,405703777,466395626,2024-04-16 2:07:30
8,94,11445432824,525947689,1995858923,417761099,470083074,2024-04-16 2:09:16
8,95,11975057549,410674461,2125869183,409230607,523238654,2024-04-16 2:11:01
8,96,11670815279,357456660,2241801448,408247509,491618833,2024-04-16 2:12:47
8,97,11899718706,462402647,2028080687,404902691,464100571,2024-04-16 2:14:33
8,98,12250410381,409982316,2339708863,412124872,506098244,2024-04-16 2:16:19
8,99,11956004463,413353796,2137357280,408308273,465538634,2024-04-16 2:18:04
8,100,11768204446,463496021,2246838182,409730591,499254239,2024-04-16 2:19:50
