1;1;load_command;2024-04-15_14-40-16;6.40;0.00;9.66;0.00;0.00
1;1;load_command;2024-04-15_14-40-18;21.11;0.00;6.83;0.25;0.00
1;1;load_command;2024-04-15_14-40-20;12.14;0.00;1.13;0.00;0.00
1;1;load_command;2024-04-15_14-40-22;12.11;0.00;1.25;0.00;0.00
1;1;load_command;2024-04-15_14-40-24;12.80;0.00;3.01;0.00;0.13
1;1;stop_command;2024-04-15_14-40-58;12.78;0.00;0.13;0.00;0.13
1;2;load_command;2024-04-15_14-42-00;6.53;0.00;9.55;0.00;0.00
1;2;load_command;2024-04-15_14-42-02;21.38;0.00;6.79;0.25;0.00
1;2;load_command;2024-04-15_14-42-04;11.89;0.00;1.38;0.00;0.00
1;2;load_command;2024-04-15_14-42-06;11.90;0.00;1.25;0.00;0.00
1;2;load_command;2024-04-15_14-42-08;12.23;0.00;4.79;0.00;0.00
1;2;load_command;2024-04-15_14-42-10;10.15;0.00;8.42;13.00;0.37
1;2;stop_command;2024-04-15_14-42-42;12.66;0.00;1.75;5.89;0.13
1;3;load_command;2024-04-15_14-43-45;6.78;0.00;9.17;0.00;0.00
1;3;load_command;2024-04-15_14-43-47;20.08;0.00;7.20;0.38;0.00
1;3;load_command;2024-04-15_14-43-49;11.97;0.00;1.50;0.00;0.00
1;3;load_command;2024-04-15_14-43-51;12.47;0.00;1.00;0.00;0.00
1;3;load_command;2024-04-15_14-43-53;13.13;0.00;4.17;0.00;0.00
1;3;load_command;2024-04-15_14-43-55;10.65;0.00;9.13;13.56;0.00
1;3;stop_command;2024-04-15_14-44-27;12.81;0.00;0.88;6.41;0.00
1;4;load_command;2024-04-15_14-45-30;6.55;0.00;9.32;0.00;0.00
1;4;load_command;2024-04-15_14-45-32;22.07;0.00;6.81;0.25;0.00
1;4;load_command;2024-04-15_14-45-34;12.28;0.00;0.75;0.00;0.00
1;4;load_command;2024-04-15_14-45-36;12.00;0.00;1.75;0.00;0.00
1;4;load_command;2024-04-15_14-45-38;12.90;0.00;2.11;0.12;0.00
1;4;load_command;2024-04-15_14-45-40;10.67;0.00;10.67;11.95;0.13
1;4;stop_command;2024-04-15_14-46-12;12.80;0.00;1.00;8.03;0.00
1;5;load_command;2024-04-15_14-47-15;7.02;0.00;9.02;0.00;0.00
1;5;load_command;2024-04-15_14-47-17;21.53;0.00;7.63;0.25;0.00
1;5;load_command;2024-04-15_14-47-19;11.76;0.00;1.88;0.00;0.00
1;5;load_command;2024-04-15_14-47-21;12.00;0.00;1.38;0.00;0.00
1;5;load_command;2024-04-15_14-47-23;11.96;0.00;3.40;0.00;0.13
1;5;load_command;2024-04-15_14-47-25;11.47;0.00;11.22;12.59;0.12
1;5;stop_command;2024-04-15_14-47-57;12.70;0.00;1.51;5.91;0.00
1;6;load_command;2024-04-15_14-49-00;6.76;0.00;9.64;0.00;0.00
1;6;load_command;2024-04-15_14-49-02;20.63;0.00;6.84;0.13;0.13
1;6;load_command;2024-04-15_14-49-04;12.19;0.00;1.24;0.12;0.00
1;6;load_command;2024-04-15_14-49-06;12.20;0.00;1.37;0.00;0.00
1;6;load_command;2024-04-15_14-49-08;13.02;0.00;4.01;0.13;0.00
1;6;load_command;2024-04-15_14-49-10;11.00;0.00;10.11;12.77;0.13
1;6;stop_command;2024-04-15_14-49-42;13.00;0.00;1.62;5.88;0.00
1;7;load_command;2024-04-15_14-50-45;6.88;0.00;9.25;0.00;0.00
1;7;load_command;2024-04-15_14-50-47;21.43;0.00;6.63;0.13;0.00
1;7;load_command;2024-04-15_14-50-49;11.91;0.00;2.11;0.00;0.00
1;7;load_command;2024-04-15_14-50-51;11.78;0.00;1.38;0.00;0.00
1;7;load_command;2024-04-15_14-50-53;12.88;0.00;4.42;0.00;0.00
1;7;load_command;2024-04-15_14-50-55;9.55;0.00;9.55;11.72;0.00
1;7;stop_command;2024-04-15_14-51-27;12.72;0.00;1.75;5.74;0.12
1;8;load_command;2024-04-15_14-52-30;6.41;0.00;9.55;0.00;0.00
1;8;load_command;2024-04-15_14-52-32;22.28;0.00;7.51;0.13;0.13
1;8;load_command;2024-04-15_14-52-34;12.47;0.00;1.25;0.00;0.00
1;8;load_command;2024-04-15_14-52-36;12.05;0.00;1.74;0.00;0.12
1;8;load_command;2024-04-15_14-52-38;12.88;0.00;3.12;0.12;0.00
1;8;load_command;2024-04-15_14-52-40;9.63;0.00;11.30;12.58;0.26
1;8;stop_command;2024-04-15_14-53-12;12.66;0.00;1.50;6.02;0.13
1;9;load_command;2024-04-15_14-54-14;6.38;0.00;9.51;0.13;0.00
1;9;load_command;2024-04-15_14-54-16;19.36;0.00;7.13;0.25;0.00
1;9;load_command;2024-04-15_14-54-18;11.93;0.00;1.74;0.00;0.00
1;9;load_command;2024-04-15_14-54-20;12.03;0.00;1.13;0.00;0.00
1;9;load_command;2024-04-15_14-54-22;13.48;0.00;4.74;0.00;0.00
1;9;load_command;2024-04-15_14-54-24;9.03;0.00;8.02;13.10;0.13
1;9;stop_command;2024-04-15_14-54-57;12.88;0.00;1.88;5.50;0.12
1;10;load_command;2024-04-15_14-55-59;6.27;0.00;9.66;0.00;0.00
1;10;load_command;2024-04-15_14-56-01;21.62;0.00;7.71;1.39;0.00
1;10;load_command;2024-04-15_14-56-03;11.65;0.00;1.63;0.00;0.00
1;10;load_command;2024-04-15_14-56-05;11.74;0.00;1.75;0.00;0.00
1;10;load_command;2024-04-15_14-56-07;10.89;0.00;2.63;13.39;0.00
