concurrency,count,command,Mean [CPU]Totl% excluding 0%,Mean [MEM]Used,sum(Disk Read + Write KB)
8,34,load,32.24242424242424,3498360.5454545454,15600.0
8,35,load,32.134328358208954,3499911.582089552,15600.0
8,36,load,34.01538461538462,3500082.121212121,10333.0
8,37,load,31.846153846153847,3520911.104477612,12400.0
8,38,load,32.19047619047619,3503196.705882353,15200.0
8,39,load,31.207792207792206,3510702.329113924,15600.0
8,40,load,32.015151515151516,3501185.878787879,13000.0
8,41,load,32.072463768115945,3514554.5555555555,15600.0
8,42,load,31.41891891891892,3501544.3733333335,30400.0
8,43,load,33.18571428571428,3523876.32,16000.0
8,44,load,32.39344262295082,3519505.9682539683,15600.0
8,45,load,31.3625,3484852.1951219514,12000.0
8,46,load,32.14705882352941,3521618.4657534244,15600.0
8,47,load,31.037974683544302,3480236.101265823,15600.0
8,48,load,30.333333333333332,3520989.942857143,15600.0
8,49,load,32.38235294117647,3499383.5428571426,19500.0
8,50,load,31.493150684931507,3519264.1621621624,10667.0
8,51,load,31.705882352941178,3535866.0289855073,19667.0
8,52,load,32.34848484848485,3533577.552238806,15600.0
8,53,load,29.534246575342465,3536679.7260273974,16000.0
8,54,load,33.698412698412696,3510359.76119403,20229.0
8,55,load,31.828125,3541693.8125,22286.0
8,56,load,30.430555555555557,3522869.5890410957,15600.0
8,57,load,32.19718309859155,3495435.222222222,12400.0
8,58,load,30.34722222222222,3512995.5135135134,15600.0
8,59,load,32.029411764705884,3527780.588235294,13334.0
8,60,load,29.0,3564716.4864864866,13000.0
8,61,load,28.771428571428572,3587140.7887323946,15600.0
8,62,load,31.98181818181818,3576525.672727273,16000.0
8,63,load,34.68852459016394,3518760.0606060605,15600.0
8,64,load,32.35,3565882.484848485,824001.0
8,65,load,30.608695652173914,3566356.8695652173,16400.0
8,66,load,31.596774193548388,3576363.5223880596,15600.0
8,67,load,36.285714285714285,3537838.72,15600.0
8,68,load,31.066666666666666,3542003.6266666665,13000.0
8,69,load,32.984375,3538452.4923076923,17600.0
8,70,load,32.12,3558834.8780487804,15600.0
8,71,load,32.54237288135593,3568149.2881355933,12400.0
8,72,load,30.903225806451612,3553122.787878788,12000.0
8,73,load,31.483333333333334,3550498.2580645164,19500.0
8,74,load,32.46376811594203,3544596.5217391304,15600.0
8,75,load,33.10144927536232,3537156.6933333334,15600.0
8,76,load,28.31764705882353,3549911.2,15600.0
8,77,load,32.492537313432834,3557407.2352941176,22286.0
8,78,load,30.82857142857143,3574531.7714285715,10333.0
8,79,load,34.1,3560506.153846154,13000.0
8,80,load,33.96491228070175,3561575.35483871,16000.0
8,81,load,38.70454545454545,3613882.0,0.0
8,82,load,31.26388888888889,3535643.722222222,19385.0
8,83,load,30.85,3577950.3333333335,12308.0
8,84,load,30.51388888888889,3562697.5890410957,16400.0
8,85,load,31.657894736842106,3526177.210526316,13600.0
8,86,load,31.772151898734176,3574361.777777778,16400.0
8,87,load,29.945205479452056,3571382.0821917807,14334.0
8,88,load,30.428571428571427,3547283.5443037977,918376.0
8,89,load,29.5609756097561,3571481.4285714286,15600.0
8,90,load,32.014925373134325,3561916.9552238807,15600.0
8,91,load,32.12698412698413,3592067.878787879,16400.0
8,92,load,29.89156626506024,3571046.776470588,15600.0
8,93,load,33.24193548387097,3578531.462686567,19200.0
8,94,load,32.29333333333334,3550403.846153846,17000.0
8,95,load,31.62162162162162,3582739.1466666665,9846.0
8,96,load,30.760563380281692,3562650.972972973,17667.0
8,97,load,30.53409090909091,3575088.590909091,16000.0
8,98,load,32.28787878787879,3607438.0588235296,13000.0
8,99,load,30.16417910447761,3579940.231884058,17600.0
8,100,load,30.422535211267604,3589665.277777778,838702.0
1,17,start,38.0,2640444.0,14400.0
1,22,start,11.0,2650152.0,0.0
1,25,start,30.0,2630604.0,11333.0
1,30,start,22.0,2641516.0,12333.0
1,32,start,12.0,2649644.0,11000.0
1,35,start,0.0,2635196.0,11000.0
1,46,start,20.0,2650748.0,12000.0
1,48,start,22.0,2646428.0,11000.0
1,67,start,22.0,2643828.0,11667.0
1,71,start,22.0,2663464.0,11000.0
1,80,start,25.0,2670024.0,13600.0
1,85,start,19.5,2665258.0,13600.0
1,89,start,22.0,2658788.0,11000.0
2,1,start,44.0,2672840.0,16615.0
2,3,start,23.142857142857142,2766643.4,36739.0
2,4,start,41.5,2699878.0,13167.0
2,5,start,36.81818181818182,2765521.1428571427,18303.0
2,6,start,30.0,2695184.0,13333.0
2,7,start,30.0,2703416.0,14000.0
2,10,start,22.0,2701688.0,0.0
2,11,start,22.25,2763380.3636363638,17174.0
2,12,start,34.5,2739165.3333333335,3333.0
2,13,start,17.428571428571427,2769601.411764706,15833.0
2,14,start,19.428571428571427,2750893.6666666665,37309.0
2,15,start,22.176470588235293,2776006.4,17834.0
2,16,start,24.75,2759632.727272727,34800.0
2,17,start,21.533333333333335,2767213.8,33200.0
2,20,start,28.2,2768901.75,4000.0
2,21,start,30.333333333333332,2711197.3333333335,23000.0
2,22,start,27.3,2775207.789473684,22191.0
2,23,start,26.75,2773253.44,31538.0
2,24,start,23.5,2748813.0,31000.0
2,25,start,22.0,2773344.222222222,37167.0
2,26,start,18.4,2747512.3333333335,23524.0
2,27,start,32.0,2797974.8,15154.0
2,28,start,27.72222222222222,2785266.6666666665,16500.0
2,29,start,25.2,2752378.285714286,25667.0
2,30,start,21.166666666666668,2767132.285714286,16485.0
2,31,start,24.333333333333332,2787175.652173913,29459.0
2,32,start,21.2,2772630.909090909,16818.0
2,33,start,18.625,2758363.0,18800.0
2,34,start,26.5,2778158.8,19600.0
2,35,start,23.5,2740504.0,13360.0
2,36,start,30.6,2801816.1904761903,22000.0
2,37,start,36.0,2779565.0,5000.0
2,38,start,27.210526315789473,2789826.434782609,26333.0
2,39,start,28.705882352941178,2794480.0,18167.0
2,40,start,31.333333333333332,2786035.5,29501.0
2,41,start,21.5,2756720.0,31334.0
2,42,start,14.0,2727848.0,15000.0
2,43,start,26.3125,2794968.5714285714,21112.0
2,44,start,31.53846153846154,2797389.4545454546,17077.0
2,45,start,22.416666666666668,2787114.75,19373.0
2,46,start,27.77777777777778,2788253.5384615385,17167.0
2,47,start,25.0,2733780.0,7667.0
2,48,start,22.5,2784139.25,38874.0
2,49,start,27.11111111111111,2799605.6296296297,29600.0
2,51,start,26.88888888888889,2800245.7391304346,19600.0
2,52,start,31.666666666666668,2799623.6363636362,5000.0
2,53,start,23.916666666666668,2792069.0,17690.0
2,54,start,33.07692307692308,2790682.8,17318.0
2,55,start,25.785714285714285,2804919.0476190476,34333.0
2,56,start,19.125,2775792.888888889,28334.0
2,57,start,29.6,2800923.111111111,18333.0
2,58,start,29.642857142857142,2805287.6363636362,28500.0
2,59,start,23.0,2800142.5714285714,40763.0
2,60,start,19.166666666666668,2756969.777777778,38548.0
2,61,start,28.88235294117647,2800241.5,30000.0
2,62,start,28.470588235294116,2805669.3333333335,37334.0
2,63,start,23.5,2784872.0,3333.0
2,64,start,22.88888888888889,2792399.1428571427,34400.0
